income,expenses,debts,savings,payment_history,credit_utilization,length_of_credit_history,new_credit_inquiries,credit_mix,credit_score,normalized_credit_score,risk_level,Disposable Income,DTI,Savings Rate,Expense Ratio,balance,credit_limit,utilization_ratio
21300,25340,9768,0,0.840568271507498,0.45859154929577467,0.0,-0.15943172849250198,0.0,0.5498900141178563,701.2197538824105,High Risk,-4040,45.859154929577464,0.0,118.96713615023474,-9768,-8809.58230958231,1.1087926370101797
24126,38229,17614,0,0.6310915796908106,0.7300837270993948,0.0,-0.36890842030918936,0.0,0.5161254869597643,691.9345089139351,High Risk,-14103,73.00837270993948,0.0,158.4556080576971,-17614,-19316.962529805838,0.9118410812684351
41565,30415,14642,9685,1.3665954298865692,0.3522675327799832,0.23300854083964875,0.3665954298865691,0.6614533533670264,0.8636812680239243,787.5123487065792,High Risk,11150,35.22675327799832,23.300854083964875,73.17454589197642,-4957,31652.07963392979,-0.15660898295877818
34807,19263,8303,14713,1.8069355759746664,0.23854397104030797,0.42270232999109375,0.8069355759746665,1.7720101168252438,1.1462484969385305,865.2183366580958,High Risk,15544,23.8543971040308,42.270232999109375,55.342316200764216,6410,65161.99060580513,0.09837022995164528
54713,34583,7415,19388,1.5820778995460196,0.13552537788094238,0.3543581964067041,0.5820778995460197,2.6146999325691165,1.0269712743837198,832.4171004555229,High Risk,20130,13.552537788094238,35.43581964067041,63.20801272092555,11973,148533.0667565745,0.08060831343112386
36379,22851,10206,12507,1.5920091024462824,0.28054646911679815,0.34379724566370706,0.5920091024462825,1.2254556143445032,1.0054214523640905,826.4908994001248,High Risk,13528,28.054646911679814,34.379724566370705,62.81371120701503,2301,48220.1755829904,0.047718615126977566
28815,47945,24104,0,0.6010011471477735,0.8365087627971542,0.0,-0.3989988528522265,0.0,0.5315032597704217,696.163396436866,High Risk,-19130,83.65087627971542,0.0,166.389033489502,-24104,-22868.857865914375,1.0540097866420597
71984,45448,26066,23929,1.5838760781552543,0.36210824627695043,0.3324210935763503,0.5838760781552543,0.9180158060308448,1.0089072165276523,827.4494845451044,High Risk,26536,36.21082462769504,33.24210935763503,63.13625250055568,-2137,73281.9544233868,-0.029161340152767674
46613,36040,16024,8970,1.2933684794672586,0.34376676034582626,0.19243558663892046,0.2933684794672586,0.5597853220169745,0.8117155165754808,773.2217670582571,High Risk,10573,34.37667603458262,19.243558663892046,77.31748653809024,-7054,30756.31858462307,-0.2293512463330614
51012,43610,15744,5827,1.169731712909883,0.3086332627617031,0.1142280247784835,0.16973171290988306,0.3701092479674797,0.715870685805169,746.8644385964215,High Risk,7402,30.863326276170312,11.42280247784835,85.48968870069787,-9917,23983.157012195123,-0.41349852294080114
28628,30647,13318,0,0.9341207948575717,0.46520888640491825,0.0,-0.0658792051424283,0.0,0.60332910309314,715.9155033506134,High Risk,-2019,46.520888640491826,0.0,107.05253597876205,-13318,-4339.985883766331,3.0686735756021304
41834,37654,10327,3147,1.1110107823869975,0.24685662379882392,0.07522589281445714,0.1110107823869974,0.3047351602595139,0.6578722647469172,730.9148728054022,High Risk,4180,24.68566237988239,7.522589281445715,90.00812736052015,-7180,16932.90597462961,-0.42402644949175977
51663,44777,21875,4698,1.1537843089085915,0.423417145732923,0.09093548574414959,0.15378430890859146,0.21476571428571428,0.7314383479083028,751.1455456747833,High Risk,6886,42.3417145732923,9.093548574414958,86.67131215763699,-17177,16262.921965714286,-1.0562062608560003
32735,32454,24367,0,1.008658408824798,0.7443714678478692,0.0,0.008658408824798175,0.0,0.7280735652079997,750.2202304322,High Risk,281,74.43714678478692,0.0,99.1415915686574,-24367,377.499692206673,-64.54839700017448
55635,27448,10532,27133,2.026923637423492,0.18930529343039454,0.4876965938707648,1.0269236374234918,2.5762438283327005,1.2991814394157504,907.2748958393314,High Risk,28187,18.930529343039453,48.76965938707648,49.33584973487912,16601,148897.05136726168,0.11149314138567352
40990,12953,14585,26578,3.1645178723075738,0.35581849231519885,0.6484020492803123,2.1645178723075738,1.8222831676379843,1.9531847407736556,1087.1258037127552,High Risk,28037,35.58184923151988,64.84020492803123,31.600390339107097,11993,78795.79225231403,0.15220355880929412
45624,29168,12750,15181,1.5641799232035107,0.279458179905313,0.33274153954059266,0.5641799232035107,1.1906666666666668,0.9869438990209175,821.4095722307522,High Risk,16456,27.945817990531303,33.274153954059265,63.9312642468876,2431,58885.376,0.041283594758739425
40974,38234,12898,1450,1.0716639640110897,0.3147849856006248,0.03538829501635183,0.07166396401108961,0.11242053031477749,0.6430105319036609,726.8278962735068,High Risk,2740,31.47849856006248,3.538829501635183,93.31283252794455,-11448,8704.354163436192,-1.3152038376481578
77784,39456,20929,36235,1.971411192214112,0.26906561760773423,0.46584130412424146,0.9714111922141119,1.7313297338621052,1.2481464581056112,893.2402759790432,High Risk,38328,26.906561760773425,46.584130412424145,50.72508485035483,15306,142448.5236752831,0.10744934103276926
49797,35043,8440,13910,1.421025597123534,0.1694881217744041,0.2793340964315119,0.42102559712353393,1.6481042654028435,0.8927491378635583,795.5060129124785,High Risk,14754,16.94881217744041,27.93340964315119,70.37170913910477,5470,87050.3481042654,0.0628371984618402
34134,24587,17332,7813,1.3882946272420384,0.5077635202437453,0.22889201382785493,0.38829462724203845,0.45078467574428804,0.9113195362262447,800.6128724622172,High Risk,9547,50.776352024374525,22.889201382785494,72.03081971055254,-9519,18802.059658435264,-0.5062743216927004
62338,10231,18641,50242,6.093050532694751,0.29903108858160354,0.8059610510443068,5.093050532694751,2.6952416715841423,3.6062453082402324,1541.717459766064,High Risk,52107,29.903108858160355,80.59610510443068,16.412140267573548,31601,174252.78504372083,0.1813514773498235
31687,25047,14289,5211,1.2651016089751268,0.45094202669864614,0.16445229905008363,0.26510160897512675,0.3646861221918959,0.8157680289605167,774.3362079641422,High Risk,6640,45.094202669864615,16.44522990500836,79.04503424117146,-9078,14724.730911890265,-0.6165138130075768
53132,26956,19465,24229,1.9710639560765693,0.3663517277723406,0.4560152074079651,0.9710639560765693,1.2447469817621373,1.2518295640027188,894.2531301007477,High Risk,26176,36.63517277723406,45.60152074079651,50.73402092900701,4764,71450.46144361675,0.0666755665918181
20604,26870,15738,0,0.766803126163007,0.7638322655794991,0.0,-0.23319687383699292,0.0,0.6008913990635035,715.2451347424634,High Risk,-6266,76.38322655794991,0.0,130.4115705688216,-15738,-8203.371711780404,1.918479443933954
30077,36185,21085,0,0.8312007738012989,0.7010340127007347,0.0,-0.1687992261987011,0.0,0.6174706294009348,719.8044230852571,High Risk,-6108,70.10340127007348,0.0,120.30787645044386,-21085,-8712.844012331041,2.419990530090863
52952,49856,7388,2357,1.0620988446726574,0.139522586493428,0.0445120108777761,0.06209884467265725,0.31903086085544125,0.5964138846485396,714.0138182783484,High Risk,3096,13.9522586493428,4.45120108777761,94.1531953467291,-5031,22189.955603681647,-0.2267242030518205
61076,31235,13256,28515,1.955370577877381,0.21704106359290065,0.4668773331586875,0.9553705778773811,2.151101388050694,1.2448089396288333,892.3224583979292,High Risk,29841,21.704106359290066,46.687733315868755,51.14120112646538,15259,137490.11134580566,0.11098252703877455
52570,27832,14640,23274,1.8888329979879275,0.2784858284192505,0.4427239870648659,0.8888329979879276,1.5897540983606557,1.1961640010436547,878.945100287005,High Risk,24738,27.84858284192505,44.27239870648659,52.9427430093209,8634,88830.37295081967,0.0971964848642497
48265,27407,1638,20694,1.7610464479877403,0.03393763596809282,0.4287578990987258,0.7610464479877403,12.633699633699633,1.6033176087785392,990.9123424140982,High Risk,20858,3.3937635968092823,42.87578990987258,56.784419351496936,19056,614597.905982906,0.031005637693353953
45483,31243,9570,13283,1.4557820951893223,0.21040828441395687,0.29204318096871357,0.4557820951893224,1.3879832810867294,0.9124061198295222,800.9116829531185,High Risk,14240,21.040828441395686,29.204318096871358,68.69159905898907,3713,67677.94357366771,0.05486277809192569
27822,21717,10932,5011,1.2811161762674403,0.3929264610739702,0.18010926604845087,0.28111617626744023,0.4583790706183681,0.8134217154050467,773.6909717363878,High Risk,6105,39.29264610739702,18.010926604845086,78.05693336208755,-5921,15537.258507135019,-0.38108396003586853
39202,31201,19741,6026,1.2564340886510048,0.5035712463649814,0.15371664710984134,0.25643408865100475,0.3052530266957094,0.8227444387133167,776.254720646162,High Risk,8001,50.35712463649814,15.371664710984135,79.59032702413143,-13715,15888.516387214426,-0.8632020552300612
43090,34508,11465,7435,1.2486959545612613,0.2660710141564168,0.17254583430030168,0.24869595456126115,0.6484954208460532,0.7662834337279516,760.7279442751867,High Risk,8582,26.607101415641683,17.254583430030166,80.08354606637272,-4030,32254.546881814214,-0.12494362468542995
65856,32096,10909,32669,2.0518444666001994,0.1656492954324587,0.4960671768707483,1.0518444666001994,2.9946832890274084,1.3275501273982926,915.0762850345304,High Risk,33760,16.56492954324587,49.606717687074834,48.736637512147716,21760,203804.06636721973,0.1067692141176037
55154,34575,19087,18670,1.5951988430947217,0.3460673749864017,0.3385067266200094,0.5951988430947216,0.9781526693561062,1.0139378823278238,828.8329176401514,High Risk,20579,34.60673749864017,33.85067266200094,62.68810965659789,-417,59465.299208885626,-0.007012493093412193
23554,34337,6910,0,0.685965576491831,0.29336842999065976,0.0,-0.314034423508169,0.0,0.41529159606770494,664.2051889186188,High Risk,-10783,29.336842999065976,0.0,145.7799099940562,-6910,-36755.82952243126,0.18799738952383
54861,12281,4643,42115,4.46714436935103,0.08463207014090156,0.7676673775541824,3.46714436935103,9.070643980185226,2.9626179609500163,1364.7199392612545,High Risk,42580,8.463207014090155,76.76673775541823,22.38566559122145,37472,503118.97049321554,0.0744794018863284
44223,36368,13192,6535,1.2159865816102067,0.29830631119553175,0.14777378287316556,0.21598658161020678,0.4953759854457247,0.7478306908038759,755.6534399710658,High Risk,7855,29.830631119553175,14.777378287316555,82.23774958731882,-6657,26331.994011522132,-0.25281032636902034
39846,23289,7761,15780,1.7109364936235991,0.19477488330070772,0.39602469507604277,0.7109364936235991,2.033243138770777,1.0907121629293348,849.945844805567,High Risk,16557,19.477488330070774,39.602469507604276,58.44752296340913,8019,85005.82682643988,0.09433470974140094
59175,19041,7951,39338,3.107767449188593,0.13436417405999154,0.6647739754964089,2.107767449188593,4.947553766821783,2.0134364351624536,1103.6950196696748,High Risk,40134,13.436417405999155,66.4773975496409,32.17743979721166,31387,298695.6923657402,0.1050801896452124
65464,18955,17867,44722,3.4536533896069637,0.27292863253085664,0.6831540999633386,2.4536533896069637,2.5030503162254436,2.1248558798506934,1134.3353669589408,High Risk,46509,27.292863253085663,68.31540999633387,28.95484541121838,26855,170407.18508983043,0.1575931201835377
63969,34335,19379,27696,1.8630843162953254,0.3029436133126983,0.4329597148618862,0.8630843162953254,1.4291759120697662,1.1803342250459152,874.5919118876268,High Risk,29634,30.29436133126983,43.29597148618862,53.674436054964126,8317,97820.184013623,0.08502335263284443
37411,27774,18944,7742,1.3469791891697271,0.5063751303092673,0.20694448156959183,0.3469791891697271,0.4086782094594595,0.8838794517660623,793.0668492356671,High Risk,9637,50.637513030926726,20.694448156959183,74.24019673358103,-11202,19031.34538640203,-0.5886078872807318
45361,13180,20543,30126,3.4416540212443096,0.4528780229712749,0.6641387976455545,2.4416540212443096,1.4664849340407924,2.118511245042348,1132.5905923866458,High Risk,32181,45.28780229712749,66.41387976455545,29.055796829875884,9583,71058.86876308231,0.13486001349037405
54968,34780,21205,18067,1.580448533640023,0.38576990248872073,0.32868214233735993,0.580448533640023,0.8520160339542561,1.0104466801800775,827.8728370495213,High Risk,20188,38.57699024887207,32.86821423373599,63.27317712123417,-3138,52331.7134638057,-0.05996363948928104
64633,15603,4357,48594,4.14234442094469,0.06741138427738153,0.7518450327232219,3.1423444209446902,11.153086986458572,2.8813516993980453,1342.3717173344626,High Risk,49030,6.741138427738153,75.18450327232219,24.140918725728344,44237,727325.2214826716,0.06082148493327608
42812,31398,17252,9688,1.3635263392572776,0.4029711295898346,0.2262916939175932,0.3635263392572775,0.5615580802225829,0.8715378988713416,789.672922189619,High Risk,11414,40.29711295898346,22.629169391759323,73.33925067738018,-7564,28324.609784372828,-0.26704692695089444
47215,32384,12351,13595,1.4579730731225296,0.26159059620883196,0.2879381552472731,0.45797307312252966,1.1007205894259575,0.9141922140760661,801.4028588709182,High Risk,14831,26.159059620883195,28.79381552472731,68.58837233929896,1244,56695.46312039511,0.021941790957035058
33404,38855,11262,0,0.8597091751383348,0.3371452520656209,0.0,-0.14029082486166516,0.0,0.5239836219457704,694.0954960350869,High Risk,-5451,33.714525206562094,0.0,116.31840498143934,-11262,-16168.105487480017,0.6965565637062967
32056,47816,17802,0,0.6704032123138698,0.5553406538557525,0.0,-0.32959678768613015,0.0,0.4853239629293541,683.4640898055724,High Risk,-15760,55.534065385575246,0.0,149.16396306463687,-17802,-28378.97764296146,0.6272953248692961
62187,16353,6348,45199,3.8027884791781323,0.10207921269718752,0.726823934262788,2.8027884791781323,7.120195337114052,2.5008495876391104,1237.7336366007553,High Risk,45834,10.207921269718751,72.68239342627881,26.296492836123303,38851,449004.2466918715,0.08652702126147471
70343,29475,6244,40243,2.3865309584393555,0.08876505124888048,0.5720967260423923,1.3865309584393555,6.445067264573991,1.6686845783492483,1008.8882590460433,High Risk,40868,8.876505124888048,57.20967260423922,41.901823919935175,33999,460406.4260089686,0.07384562438608906
48919,27236,18167,19866,1.7961154354530768,0.371368997730943,0.4060998793924651,0.7961154354530768,1.0935212197941322,1.1445602377474282,864.7540653805428,High Risk,21683,37.1368997730943,40.60998793924651,55.675708824792004,1699,58386.67237298398,0.029099106541754932
65052,34337,17438,28971,1.8945161196377085,0.26806247309844433,0.4453514111787493,0.8945161196377086,1.661371716940016,1.2000063346951486,880.0017420411658,High Risk,30715,26.806247309844434,44.53514111787493,52.78392670479002,11533,114581.49902511756,0.10065324767196349
55424,32156,15683,21699,1.7235974623709416,0.282964058891455,0.3915090935334873,0.7235974623709417,1.3836000765159726,1.0911987351506016,850.0796521664155,High Risk,23268,28.296405889145497,39.15090935334873,58.01818706697459,6016,82229.5244532296,0.07316107006579822
40323,26474,10600,12789,1.5231170204729167,0.2628772660764328,0.31716390149542445,0.5231170204729169,1.2065094339622642,0.9586194029306896,813.6203358059396,High Risk,13849,26.28772660764328,31.716390149542445,65.65483718969323,2189,52682.379905660375,0.04155089432026222
55420,25590,18719,27958,2.1656897225478704,0.3377661494045471,0.5044749188018766,1.1656897225478702,1.4935626903146535,1.367584818618613,926.0858251201186,High Risk,29830,33.77661494045471,50.447491880187656,46.174666185492605,9239,88315.54036006198,0.10461352512063729
73070,18835,18401,52394,3.8794796920626493,0.25182701519091283,0.717038456274805,2.8794796920626493,2.8473452529753818,2.37333304346798,1202.6665869536946,High Risk,54235,25.18270151909128,71.7038456274805,25.77665252497605,33993,215366.0915167654,0.15783821752345717
49462,39878,15426,8041,1.2403330156978785,0.3118757834297036,0.16256924507702883,0.24033301569787852,0.5212628030597692,0.7680659583234356,761.2181385389448,High Risk,9584,31.18757834297036,16.256924507702884,80.62350895637054,-7385,30730.18332685077,-0.240317472937016
73469,34592,9113,37965,2.123872571692877,0.12403871020430386,0.5167485606174033,1.123872571692877,4.166026555470207,1.4153177113276243,939.2123706150967,High Risk,38877,12.403871020430387,51.67485606174033,47.08380405341028,28852,313426.3484033798,0.09205352436696697
10703,39177,12873,0,0.27319600786175563,1.2027468933943755,0.0,-0.7268039921382444,0.0,0.4610818723422782,676.7975148941265,High Risk,-28474,120.27468933943754,0.0,366.03755956273943,-12873,-23674.141381185425,0.5437578407903981
62328,26896,19189,33513,2.3173706127305174,0.30787126171223206,0.5376877165960724,1.3173706127305176,1.7464693313877742,1.45800745374445,950.9520497797238,High Risk,35432,30.787126171223207,53.76877165960724,43.15235528173534,14324,115087.06529782688,0.12446229263846276
51305,23431,21635,25710,2.189620588109769,0.42169379202806745,0.5011207484650619,1.189620588109769,1.1883522070718742,1.3903291462688931,932.3405152239457,High Risk,27874,42.169379202806745,50.1120748465062,45.670012669330475,4075,66100.09567829905,0.06164892740598316
45514,19216,13367,24961,2.3685470441298917,0.2936898536713978,0.5484246605440084,1.3685470441298917,1.8673599162115657,1.489018292237839,959.4800303654057,High Risk,26298,29.368985367139782,54.84246605440084,42.21997627103748,11594,89543.44071220169,0.1294790540522544
51376,33589,13751,16411,1.5295483640477536,0.2676541575833074,0.3194293055123015,0.5295483640477537,1.1934404770562141,0.9631628019052975,814.8697705239567,High Risk,17787,26.76541575833074,31.94293055123015,65.37877608221739,2660,66455.16049741836,0.04002698932768864
20186,19602,14191,0,1.0297928782777268,0.703011988506886,0.0,0.029792878277726764,0.0,0.7272896796048155,750.0046618913242,High Risk,584,70.30119885068859,0.0,97.1069057762806,-14191,830.7112958917623,-17.08295056318702
46704,48486,16374,0,0.9632471228808316,0.3505909558067831,0.0,-0.03675287711916842,0.0,0.5849632043264923,710.8648811897854,High Risk,-1782,35.05909558067831,0.0,103.81551901336074,-16374,-5082.846463906193,3.2214232942650205
55356,16923,12094,37223,3.2710512320510547,0.2184767685526411,0.672429366283691,2.2710512320510547,3.077807177112618,2.0357545036778726,1109.832488511415,High Risk,38433,21.84767685526411,67.2429366283691,30.571211792759595,25129,175913.4403836613,0.14284866434988988
72168,32736,529,39379,2.2045454545454546,0.007330118612127259,0.5456573550604146,1.2045454545454546,74.44045368620039,4.941287455399699,1908.8540502349174,High Risk,39432,0.7330118612127259,54.565735506041456,45.36082474226804,38850,5379449.103969755,0.007221929095180157
42225,45668,20963,0,0.9246080406411492,0.49645944345766724,0.0,-0.07539195935885083,0.0,0.6074722553899322,717.0548702322313,High Risk,-3443,49.64594434576672,0.0,108.153937240971,-20963,-6935.108286027764,3.0227357865823636
37872,35990,23973,0,1.052292303417616,0.6330006337135615,0.0,0.052292303417616,0.0,0.7186609569937572,747.6317631732832,High Risk,1882,63.30006337135615,0.0,95.0306294888044,-23973,2973.1407833813037,-8.063190325194055
42473,31756,11938,9523,1.337479531427132,0.2810726814682269,0.22421302945400606,0.3374795314271319,0.7977048081755738,0.83224209007957,778.8665747718817,High Risk,10717,28.10726814682269,22.421302945400605,74.76749935252984,-2415,38128.92787736639,-0.06333773684293813
63731,20315,9666,42449,3.1371400443022397,0.15166873264188543,0.6660651802105726,2.1371400443022397,4.391578729567557,2.0071130986582326,1101.956102131014,High Risk,43416,15.166873264188544,66.60651802105725,31.876167014482746,32783,286255.4413407821,0.11452358720745648
54931,16182,14314,37317,3.3945742182672105,0.26058145673663324,0.6793431759844168,2.3945742182672105,2.607028084392902,2.0934759788860426,1125.7058941936616,High Risk,38749,26.058145673663326,67.93431759844168,29.458775554786914,23003,148702.06224675142,0.15469186944986385
42053,37700,14062,2946,1.1154641909814325,0.33438755855705893,0.07005445509238342,0.11546419098143236,0.20950078225003554,0.6813020572286456,737.3580657378775,High Risk,4353,33.43875585570589,7.005445509238342,89.6487765438851,-11116,13017.828829469494,-0.8539058352676928
57699,45061,19977,10640,1.2804642595592641,0.3462278375708418,0.18440527565469073,0.28046425955926413,0.532612504380037,0.8031948468133187,770.8785828736626,High Risk,12638,34.62278375708418,18.440527565469072,78.09667411913551,-9337,36501.97537167743,-0.2557943756447974
51456,25611,15273,24317,2.0091366990746162,0.296816697761194,0.47257851368159204,1.0091366990746165,1.59215609245073,1.2709358498100929,899.5073586977757,High Risk,25845,29.681669776119403,47.2578513681592,49.772621268656714,9044,87073.94225103123,0.10386574635528105
64529,18609,11036,44816,3.4676231930786177,0.17102388073579322,0.6945094453656495,2.4676231930786177,4.060891627401232,2.1809954463206043,1149.7737477381663,High Risk,45920,17.102388073579323,69.45094453656495,28.838196779742443,33780,268500.51467923156,0.12580981470503258
39469,5418,8407,33210,7.284791435954227,0.21300260964301096,0.8414198484886873,6.284791435954227,3.9502795289639585,4.302192033964794,1733.1028093403183,High Risk,34051,21.300260964301096,84.14198484886873,13.727228964503787,24803,159861.89116212682,0.15515267472249275
45085,20192,19328,22960,2.2328149762282092,0.4287013419097261,0.5092602861262061,1.2328149762282092,1.1879139072847682,1.4169803634752918,939.6695999557053,High Risk,24893,42.87013419097261,50.92602861262061,44.78651436176112,3632,58066.06503518212,0.06254944256683104
44118,28863,17997,13455,1.528531337698784,0.4079287365701074,0.30497756017951855,0.5285313376987839,0.7476246041006834,0.9809498429283494,819.7612068052961,High Risk,15255,40.792873657010745,30.497756017951854,65.42227662178702,-4542,37396.23770628438,-0.12145606827279108
28047,45991,20302,0,0.6098367071818399,0.7238563839269797,0.0,-0.3901632928181601,0.0,0.5025671041281059,688.2059536352292,High Risk,-17944,72.38563839269797,0.0,163.97832210218561,-20302,-24789.447739139003,0.8189775025905897
54441,36731,10159,16694,1.4821540388227927,0.1866056832166933,0.3066438897154718,0.48215403882279273,1.6432719755881484,0.9339944140684986,806.8484638688371,High Risk,17710,18.66056832166933,30.66438897154718,67.4693705111956,6535,94906.00551235359,0.06885760247436988
53915,33050,24192,18445,1.6313161875945537,0.4487062969489011,0.3421125846239451,0.6313161875945537,0.7624421296296297,1.0541691572055507,839.8965182315264,High Risk,20865,44.870629694890106,34.21125846239451,61.30019475099694,-5747,46500.35032242063,-0.12359046674168869
50076,25998,6281,23449,1.9261481652434802,0.1254293473919642,0.4682682322869239,0.9261481652434803,3.7333227193122114,1.2805032542958061,902.1383949313467,High Risk,24078,12.54293473919642,46.82682322869239,51.91708602923556,17168,191964.64384652127,0.08943313547741678
46481,24168,18548,20458,1.9232456140350878,0.39904477098169144,0.44013683010262256,0.9232456140350878,1.1029760621091222,1.226661005129524,887.3317764106191,High Risk,22313,39.904477098169146,44.013683010262255,51.995438996579246,1910,55916.03153978866,0.03415836116053559
28769,44056,5452,0,0.653009805701834,0.18950954152038652,0.0,-0.34699019429816597,0.0,0.36600825559212463,650.6522702878343,High Risk,-15287,18.95095415203865,0.0,153.13705724912234,-5452,-80666.12307410126,0.06758723231302069
43690,32007,11048,10578,1.365013903208673,0.2528725108720531,0.24211490043488212,0.3650139032086731,0.9574583635047067,0.8487038082451096,783.3935472674051,High Risk,11683,25.28725108720531,24.21149004348821,73.25932707713434,-470,46201.14681390297,-0.010172907652988526
44859,8973,22805,33605,4.9993313273152795,0.5083706725517734,0.7491250362246149,3.999331327315279,1.4735803551852664,3.00073495317066,1375.2021121219316,High Risk,35886,50.83706725517734,74.91250362246149,20.002675048485255,10800,70590.22468756851,0.15299568811121753
37965,23264,19156,12785,1.6319205639614855,0.5045699986829975,0.3367575398393257,0.6319205639614855,0.6674149091668407,1.065973809225991,843.1427975371474,High Risk,14701,50.45699986829975,33.67575398393257,61.277492427235615,-6371,29135.69978074755,-0.21866644865038956
47580,21417,12268,24936,2.221599663818462,0.25783942833123163,0.5240857503152585,1.221599663818462,2.032605151613955,1.4032704762117472,935.8993809582305,High Risk,26163,25.783942833123163,52.40857503152585,45.01261034047919,12668,101470.12879034887,0.12484462325039339
56060,24537,12405,30282,2.284712882585483,0.22128077060292545,0.5401712450945415,1.2847128825854832,2.441112454655381,1.4490490638451163,948.488492557407,High Risk,31523,22.128077060292544,54.01712450945415,43.769175882982516,17877,142457.02378073358,0.12549047793891754
78292,35629,15503,41112,2.1974234471918943,0.19801512287334594,0.5251111224646197,1.1974234471918943,2.6518738308714442,1.4030922366075798,935.8503650670845,High Risk,42663,19.801512287334592,52.51111224646196,45.50784243600879,25609,215453.24105011937,0.11886105716108843
52618,28925,17570,21936,1.8191184096802073,0.3339161503667946,0.41689155802196964,0.8191184096802074,1.2484917472965282,1.154803713601176,867.5710212403234,High Risk,23693,33.39161503667946,41.689155802196964,54.97168269413508,4366,70954.93875924872,0.06153200998191134
53863,29231,21257,22506,1.8426670315760665,0.3946493882628149,0.4178378478733082,0.8426670315760665,1.0587571153031943,1.1765833243981716,873.5604142094971,High Risk,24632,39.46493882628149,41.783784787330816,54.26916436143549,1249,62414.89466999107,0.02001124902323221
48883,43134,12718,4477,1.133282329484861,0.2601722480207843,0.09158603195384898,0.13328232948486113,0.3520207579808146,0.6781165967173345,736.482064097267,High Risk,5749,26.01722480207843,9.158603195384899,88.23926518421537,-8241,22096.899433873252,-0.372948251163556
21218,23035,6941,0,0.921120034729759,0.3271279102648694,0.0,-0.07887996527024094,0.0,0.5547543921808283,702.5574578497277,High Risk,-1817,32.71279102648694,0.0,108.56348383448015,-6941,-5554.402247514768,1.2496394194542977
